id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4948068967122149,NkauAtSNn,5602817444,鹤岗兴山检察,【每日学“典”：火车票挂失补办，不得变相收费】《中华人民共和国民法典》第八百一十五条：旅客应当按照有效客票记载的时间、班次和座位号乘坐。旅客无票乘坐、超程乘坐、越级乘坐或者持不符合减价条件的优惠客票乘坐的，应当补交票款，承运人可以按照规定加收票款；旅客不支付票款的，承运人可以拒绝运输。实名制客运合同的旅客丢失客票的，可以请求承运人挂失补办，承运人不得再次收取票款和其他不合理费用。一起学习民法典！CCTV今日说法的微博视频LCCTV今日说法的微博视频,,,,,0,0,0,2023-09-20 15:30,微博视频号,,"http://f.video.weibocdn.com/daCgRzcvlx07Oxdk5rxC010412003BTz0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086161&ssig=T1N64bRLMP&KID=unistore,video",,
4948055477453794,Nka8Pvh4u,7754798962,青雉娱乐,#在暴雪时分男演员有点东西，全员180小鲜肉，我实名制追这个团#赵今麦#吴磊#王星越#微博VC计划#L青雉娱乐的微博视频,,,,"在暴雪时分 男演员有点东西，全员180 小鲜肉，我实名制追这个团,吴磊 ,微博VC计划",0,1,0,2023-09-20 14:36,微博视频号,,"http://f.video.weibocdn.com/u0/boEtAkOmgx088KxI09h6010412009jkV0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086161&ssig=%2B5JdvJPfQx&KID=unistore,video",,浙江
4947796442223418,Nk3p29kpA,6782683822,周翊然官方粉丝后援会,周翊然【开机应援】名额分配公告根据工作室通知，此次开机应援时间暂定为9月23日，地点在福建泉州，应援名额需控制在10-15人。因现场应援布置需要，工作人员需占用3个名额，其余【12位名额】将按以下原则分配，并以以下要求进行审核：一、上次探班审核通过的甜粥【6个名额】1⃣️、上次探班名额审核通过且未参加<斗罗大陆2>杀青应援的甜粥；2⃣️、周翊然唯粉，超话等级≥9级（必须满足）；3⃣️、主页搜索周翊然相关微博≥100条；4⃣️、商/务支持近三个月（包含杂志）≥1122元（提供微博ID首页切换至微店订单的一镜到底录屏）。以上全部满足者，请在9月20日10:00准时发送邮件报名，以邮件发送时间为先后顺序取前6名。二、散粉【6个名额】：1⃣️、散粉（上次已参加杀青应援的甜粥，此次均作为散粉参与审核）2⃣️、周翊然唯粉，超话等级≥9级（必须满足）；3⃣️、主页搜索周翊然相关微博≥100条；4⃣️、商/务支持近三个月（包含杂志）≥1122元（提供微博ID首页切换至微店订单的一镜到底录屏）；以上全部满足者，请在9月20日10:30准时发送邮件报名，以邮件发送时间为先后顺序取前6名。注意事项：1⃣️、统一接收：zyr_hyh2000@163.com，主题均填写（开机应援+微博id），填报信息后不可进行任何修改；请务必提前准备好所有附件，如邮件标题和邮件内容发送不正确，将视为报名无效，自动顺延至下一位；2⃣️、本次活动名额为实名制，禁止名额私下转让、转卖、倒卖等情况，一旦发现立刻拉黑，并取消本次以及后续所有名额分配资格；3⃣️、本次活动不收取费用，也不承担任何个人机酒相关费用；4⃣️、到场者视为配合后援会安排，不配合安排者今后不参与线下分票。5⃣️、名额审核完成后将公示，活动场地仅在审核通过群内公布，请勿外传，一经发现，永久取消后续分票。,,,163,,75,237,497,2023-09-19 21:27,周翊然超话,['https://wx2.sinaimg.cn/large/007p1rUagy1hi27mcttgxj31kx1kxq6q.jpg'],,,海南
4937452634510496,NfIjtiVnW,2033158844,创维集团,用科技革新家居美学你的客厅也可以像一个美术馆#创维壁纸电视家亦如画#创维壁纸电视X刘亦菲「家亦如画」限时艺术展8月26日18:00-9月3日18:00北京751DPARK@光影普辣斯与#刘亦菲创维全球品牌代言人#一起遇见生活之美关注@创维集团，转发本条微博抽10张艺术展门票#创维刘亦菲限时艺术展#O抽奖详情,,,"光影普辣斯,创维集团","创维壁纸电视家亦如画,刘亦菲创维全球品牌代言人,创维刘亦菲限时艺术展",2698,1397,10154,2023-08-22 08:25,刘亦菲超话,['https://wx3.sinaimg.cn/large/792f8abcgy1hh4rxt5mopj20u01hdwso.jpg'],,
4947783116916504,Nk33xt1iw,3928005043,故人安康,//@创维集团:刘亦菲小维郑重提醒:刘亦菲见面会门票创维仅告白活动抽选十张（实名制），此为见面会门票唯一获取方式，门票抽选已结束且不可转让！官方未发出任何形式赠票等，请谨防黄牛！此条微博抽取均为艺术展门票（仅观展，且与见面会不同时间），非见面会门票。请大家保护好自己的钱包，小,,,创维集团,,0,0,10154,2023-09-19 20:34,iPhone 11,,,4937452634510496,山东
4947751730939058,Nk2eV3Wi6,6041830413,爱美指北针,#明星同款##护肤品推荐##微博变美手册#乘风破浪姐姐自用护肤好物！get同款好肤质最近熬夜追乘风破浪的姐姐，我真是爱死张雨绮了，什么可可爱爱的铁憨憨啊，里面的每个姐姐都想pink啊，而且姐姐们保养的也太好了叭～实名制羡慕了，除了平时的保养，护肤品也是敲级重要滴～火速整理了姐姐们平时自用的护肤好物，看到就是赚到哦～,,,,"明星同款,护肤品推荐,微博变美手册",2,0,0,2023-09-19 18:30,微博网页版,"['https://wx3.sinaimg.cn/large/006ASU5Dly1hi1ygqffwoj30zk1be7wh.jpg', 'https://wx4.sinaimg.cn/large/006ASU5Dly1hi1ygqg7eqj30zk1be4qp.jpg', 'https://wx4.sinaimg.cn/large/006ASU5Dly1hi1ygqfxkej30zk1beb29.jpg', 'https://wx4.sinaimg.cn/large/006ASU5Dly1hi1ygqfq2sj30zk1be7wh.jpg', 'https://wx4.sinaimg.cn/large/006ASU5Dly1hi1ygqg6vcj30zk1bee81.jpg', 'https://wx2.sinaimg.cn/large/006ASU5Dly1hi1ygqgxt3j30zk1be7wh.jpg', 'https://wx2.sinaimg.cn/large/006ASU5Dly1hi1ygqg9y3j30zk1beb29.jpg']",,,天津
4947722723919380,Nk1u8grBO,5998190930,我阅人无数,您所描述的可能是将微博认证与验证有点混了。身份认证指的是用户头像下方显示的V标识（认证体系下有黄、橙、金、蓝四种）需要根据不同标准提交相应材料；身份验证更倾向于平台的实名验证，使用您的身份证信息进行一个实名制的操作。学生党能够申请的认证标识可以看看兴趣、超话、视频认证~,,,,,0,0,0,2023-09-19 16:34,微博网页版,,,,天津
4947658211591176,NjZO56FW8,2851588722,惠惠2005,微博里反映出的年轻人的规则意识真挺有趣的，搞社科的朋友是不是可以研究一下。比如总有人吐槽借用朋友/家人的山姆会员卡，被收银员发现后告知必须本人使用，从而购物不成功，以此来攻击山姆，抵制山姆。当然选择商家是每个人的权利，想抵制谁都是个人的自由，但单就这个会员卡制度而言，吐槽的人完全是自己不讲规则然后还要宣扬自己是受害者啊其实道理很简单，山姆会员卡制度是实名制的，附带的一张亲友卡也是实名制的，就好比实名制买了一张无限次进出游乐场的门票，肯定不能给其他人用啊，即使是配偶，也不能共享一张门票啊。如果不喜欢这种实名制会员店，大可以不去，或者直接评价这个制度的合理性，但是不能因为想钻规则的空子不成功而攻击规则吧想省钱无可厚非，在美的留学生都会借用Costco的会员卡，但是前提是大家知道自己是在钻空子，用成功了是运气，被发现了也只能尴尬的接受。#规则意识#,,,,规则意识,0,2,5,2023-09-19 12:18,iPhone客户端,,,,广东
4947344703096745,NjREqcZBv,7000669644,痴史,小时候怎么酒没想到这个呢？L痴史的微博视频,,,,,1242,294,3650,2023-09-18 15:32,富婆送的iPhone 14 Pro Max,,"http://f.video.weibocdn.com/o0/eb5CqZpZlx088HoYVa5G01041201jDZt0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086174&ssig=QIKAPROxLI&KID=unistore,video",
4947560189133077,NjXfYCjVH,1633873627,狂暴蹦跑的蜗牛,//@底层目击:我去！有了这个视频，以后买雨伞会不会实名制？//@谢金山的微博:转发微博,,,"底层目击,谢金山的微博",,0,0,3650,2023-09-19 05:48,Redmi K60,,,4947344703096745,浙江
4947258924861116,NjPq4koB6,7860510932,BT整形外科医院,"彼此特別美麗邂逅，BT整形外科术业有专攻👏👏👏李镐彬代表院长主攻轮廓李承浩代表院长主攻鼻部👍代表院长全程实施手术👍幽灵手术NO,换手NO👍麻醉科院长常驻👍手术房设置CCTV👍手术实名制认证💯官方微信:btps_official💯官方微博:BT整形外科医院💯中文官网：O网页链接#面部轮廓##轮廓三件套##韩国轮廓##韩国面部轮廓##颧骨内推##颧骨颧弓##下颌角##长曲线下颌角##下巴##下巴截骨##下巴截骨前移##鼻综合##自体肋软骨鼻综合##异体肋软骨鼻综合##鼻翼缩小##鼻小柱##鼻尖##自体肋软骨##异体肋软骨##假体隆鼻##鼻修复##韩国##BT整形##韩国BT整形##BT整形外科##时尚穿搭##好物分享##美妆##明星时尚##漫画##动漫##二次元##变美##韩式半永久##韩国留学##韩国明星##韩国签证##韩国旅游##济州岛##张元英##瘦脸##iphone15##iphone15promax##韩国电影##皮肤管理##护肤##九价##巴掌脸##神仙颜值##时尚美妆##吸脂##大腿吸脂##抗衰老##面部吸脂##自体脂肪填充##面部提升##双眼皮##眼综合##双眼皮修复##开眼角##下至##眼睑下至##韩国吸脂##肖战##防弹少年团##seventeen##blackpink##TFboys#韩国韩国整形整形医美医美整形与健康",,,,"面部轮廓,轮廓三件套,韩国轮廓,韩国面部轮廓,颧骨内推,颧骨颧弓,下颌角,长曲线下颌角,下巴,下巴截骨,下巴截骨前移,鼻综合,自体肋软骨鼻综合,异体肋软骨鼻综合,鼻翼缩小,鼻小柱,鼻尖,自体肋软骨,异体肋软骨,假体隆鼻,鼻修复,韩国,BT整形,韩国BT整形,BT整形外科,时尚穿搭,好物分享,美妆,明星时尚,漫画,动漫,二次元,变美,韩式半永久,韩国留学,韩国明星,韩国签证,韩国旅游,济州岛,张元英,瘦脸,iphone15,iphone15 pro max,韩国电影,皮肤管理,护肤,九价,巴掌脸,神仙颜值,时尚美妆,吸脂,大腿吸脂,抗衰老,面部吸脂,自体脂肪填充,面部提升,双眼皮,眼综合,双眼皮修复,开眼角,下至,眼睑下至,韩国吸脂,肖战,防弹少年团,seventeen,blackpink,TF boys",0,0,0,2023-09-18 09:51,微博网页版,"['https://wx2.sinaimg.cn/large/008zXTYogy1hi0hy4wx44j30ns0ns43m.jpg', 'https://wx3.sinaimg.cn/large/008zXTYogy1hi0hxygj0uj30vz0w2aez.jpg', 'https://wx1.sinaimg.cn/large/008zXTYogy1hi0hxyh75aj30vz0w2438.jpg', 'https://wx2.sinaimg.cn/large/008zXTYogy1hi0hy1jztjj336k373hdt.jpg']",,,韩国
4947229250683629,NjOEd2RQh,6457313435,小美人情义无价,快手现在年代微博账号被盗了没有讨论一下，快手都是实名制，每个人都有发表自己想法和言论，别人好与坏无权过问，但是账被盗了有点伤感，有几个人出来说真话吗，,,,,,0,0,0,2023-09-18 07:53,快手超话,,,,云南
4947116137906960,NjLHLxaXC,7845060682,懒羊羊不要生气,【未来之你必做的养号】篇幅较长，仔细看完。养号就是为了增加qz，提高阳光信用。阳光信用到666就有几率获得热转体；若拥有实时有几率有热门体。阳光信用查询：O网页链接信用积分查询：O微博社区管理中心阳光信用评测分为以下⑤大板块①身份特征②内容贡献③消费偏好④社会关系⑤信用历史🔺具体你要做⬇️⬇️⬇️❶完善身份特征一定要实名制，其次完善个人信息，把能填的都填了，不一定要是本人的，也可以不公开，但必须填完。有能力的最好能申请一个黄v，不仅能加权还能增加评论次数试空降。❷增加内容贡献每天固定时间发布原创微博，不要粘贴，如果是复制模版一定要增加几个字或者表情符号。（文案必须满15字，若带图最好九图）推荐发帖时间：（最好整点）8:00-12:00视频类微博12:00-15:00九宫格微博15:00-18:00纯文字微博（如果怕忘记可以定时发布）❸提升消费偏好捐款做公益、发红包❹关于信用历史一定不要做这些事👇不要大量删博、秒删博（可以仅自己可见），不要大量转发，不要大量取关，不要频繁换头像，避免敏感词汇，不要被屏蔽，不要带外链和二维🐴，不要发不文明用语（文明冲浪，谨言慎行）取消第三方应用O网页链接❺养熊猫种竹子这个是真的有效一定要坚持下来✔️养熊猫O森林驿站种浇水O熊猫守护者养熊猫记得多捐KUAN，最好是每周一次捐1R就行不用多就凑个数量。❻新领的小耗请注意⚠️什么都不要改动，你只需要先养号并坚持一周，之后即可陆续进行其他操作。原创微博第一条都发原创+九宫格，剩下的几条全部发视频的，视频时长最好长于20s（可以去找一些风景图，找几个好朋友和你互动）不用互动其他的就每天和你互相评论>15字，2-3条即可。,,,,,0,0,1,2023-09-18 00:24,iPhone客户端,,,,四川
4947040955270862,NjJKvm7bU,7847092676,柳智敏_Bluuheart,柳智敏💙#柳智敏top不设限#💙#柳智敏#【未来之你必做的养号】篇幅较长，仔细看完。首先你要加养号群👉柚柚永动机养号就是为了增加qz，提高阳光信用。阳光信用到666就有几率获得热转体；若拥有实时有几率有热门体。阳光信用查询：O网页链接信用积分查询：O微博社区管理中心阳光信用评测分为以下⑤大板块①身份特征②内容贡献③消费偏好④社会关系⑤信用历史🔺具体你要做⬇️⬇️⬇️❶完善身份特征一定要实名制，其次完善个人信息，把能填的都填了，不一定要是本人的，也可以不公开，但必须填完。有能力的最好能申请一个黄v，不仅能加权还能增加评论次数试空降。❷增加内容贡献每天固定时间发布原创微博，不要粘贴，如果是复制模版一定要增加几个字或者表情符号。（文案必须满15字，若带图最好九图）我们有专门发原创的超话O网页链接部分整理原创文案推荐发帖时间：（最好整点）8:00-12:00视频类微博12:00-15:00九宫格微博15:00-18:00纯文字微博（如果怕忘记可以定时发布）❸提升消费偏好捐款做公益/给明星发红包❹关于信用历史一定不要做这些事👇不要大量删博、秒删博（可以仅自己可见），不要大量转发，不要大量取关，不要频繁换头像，避免敏感词汇，不要被屏蔽，不要带外链和二维🐴，不要发不文明用语（文明冲浪，谨言慎行）取消第三方应用O网页链接❺养熊猫种竹子这个是真的有效一定要坚持下来✔️养熊猫O森林驿站种浇水O熊猫守护者养熊猫记得多捐KUAN，最好是每周一次捐1R就行不用多就凑个数量。❻新领的小耗请注意⚠️什么都不要改动，你只需要先养号并坚持一周，之后即可陆续进行其他操作。原创微博第一条都发原创+九宫格，剩下的几条全部发视频的，视频时长最好长于20s（可以去找一些风景图，找几个好朋友和你互动）不用互动其他的就每天和你互相评论>15字，2-3条即可。,,,,"柳智敏top不设限,柳智敏",27,135,194,2023-09-17 19:25,柳智敏超话,['https://wx2.sinaimg.cn/large/008z3BgUly1hhzswurz4fj30pw1aw7bl.jpg'],,,山东
4947034282920833,NjJzKcfQd,5661923339,社会废物慢性死亡,反正我的微博也无人看，无人在意。。。。。。甚至还被拉黑了。。。。。无所谓了。。。最近也不知道是水逆还是什么，或者可以说是一直这样吧，（可能就是这么失败吧），反正说什么也没有人关注，发的消息经常得不到回应吧，就算得到的回应可能就是几个字吧，呵，敷衍吧，或许我不配你们多打两个字吧。抽时间打两个字已经算是很给面子了吧，呵。明明很期待的找人聊天，得到的回应是什么呢，隔了几个小时后的一张表情包，或者是单单的几个字啊，（看啊，昂，6。。。），或者一点回应都没有。可真6呢。。。。永远得不到一点回应。聊天框的最后一句永远停留在自己这。上学期的心理咨询做下来又有什么用呢，把伤疤一次又一次的揭开，得不到任何的帮助，反而陷于焦虑抑郁的情绪中一次又一次。心理咨询的目的不是为了疏导心理，而是为了把你的心理问题放大，促使你自我了解吧，人都没了那心理问题肯定不存在了啊。原来是用这种方法解决的啊，可真有效呢。看个音乐剧包袋还断了，校园卡还丢了，蹲sd的时候拍合照手机要么过度曝光，要么糊的不行。想买周边却已经卖完了。看完之后才发现另一场自己特别想看的音乐剧早在一个月前开票了，呵，过去一看什么票都没了，实名制还蹲不到有人出。想和别人聊聊今天音乐剧如何，上一句话还停留在到时候现场看看能不能碰到，丧失了一切交流的欲望。结果呢，现场就在，还在我的正前方，怎么知道的，呵结束之后发了票根才看到的。然后转眼呢，发现这人和别人聊的热火朝天。因为蹲sd太晚，错过了最后一班地铁，到宿舍楼下还被锁在门外。可笑呢。人生就是一场笑话。反正也无人在意。就这样在无人在意的地方腐烂吧，已经不是慢性死亡了，什么时候能出一场意外直接把我带走啊。之前约好的时间也总归是被放鸽子的一方，哪怕是自己的父母也是一样，明明说好了这周在学校待到周日，然后接我回家。可是呢，周六晚上看剧前问我什么时候到家。。。呵，无人在意是吧，明明都在家里提过好多次了。周六晚上还提过明天接我回家，还说过十点来差不多吧。呵十点，在学校等到了十二点，得到的是什么呢，到哪了，什么时候到家。。。。。呵，在学校呢，不是说好来接我吗。得到的是什么，我什么时候答应过你，自己回来吧。。。。。哦，无人在意。然后回到家呢，还是一副什么事都没有发生过的样子，看到我还说板着一张脸给谁看啊，给你看给你看，tmd就是给你看的。凭什么啊，我说的话没有一个记住。已经猜到了这条微博也不会被什么人看见，和我的生活一样，腐烂吧，抑郁焦虑情绪达到顶峰，天天晚上失眠，任何事情都提不起兴趣，以前想看的番，想买的谷子，想追的企划，想看的音乐剧，想做的一切都提不起兴趣，反而看着看着会哭了出来。可还要装出什么都没发生过的样子。是谁看法gala的时候反而哭了。希望有人拉我一把，但已经猜到了不会有人的。身边传来一股恶臭，查找源头，原来是已经死亡腐烂的我。,,,,,0,1,1,2023-09-17 18:59,vivo S16,,,,上海
4947006823598587,NjIRsf69J,2637004460,西铁汉中车务段,【中国编号最大的站台西安北站的34站台】西安北站的34站台是中国编号最大的站台如果你需要在这里乘车，从北广场进站最为快捷，通过实名制验证、安检后，乘扶梯到二楼高架候车室即可见到34站台检票口中国铁路的微博视频L中国铁路的微博视频,,,,,2,2,3,2023-09-17 17:10,微博视频号,,"http://f.video.weibocdn.com/o0/gApLJJuKlx07XzWZVOGY01041200AvL20E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1701086203&ssig=vA1R9XTqVb&KID=unistore,video",,
4946956952012107,NjHz18rrl,6302448829,爱比耶的三岁,//@创维集团:刘亦菲小维郑重提醒:刘亦菲见面会门票创维仅告白活动抽选十张（实名制），此唯一获取方式，门票抽选已结束且不可转让！官方未发出任何形式赠票等，请谨防黄牛！此条微博抽取均为艺术展门票（仅观展，且与见面会不同时间），非见面会门票。请大家保护好自己的钱包，小心上当受骗。,,,创维集团,,0,0,10154,2023-09-17 13:51,iPhone 13 mini,,,4937452634510496,江苏
4946744977129713,NjC37tULn,2133500025,SugarDesign,还没提车就已经首撞了？这照片构图有点意思,,,,,26,96,358,2023-09-16 23:49,iPhone 14,"['https://wx4.sinaimg.cn/large/7f2aa079gy1hhyuwko1v2j20tz0tztja.jpg', 'https://wx2.sinaimg.cn/large/7f2aa079gy1hhyuwjagnxj20ep07bdhv.jpg', 'https://wx2.sinaimg.cn/large/7f2aa079gy1hhyuwl1gz2j20g00lc43a.jpg']",,
4946905928829355,NjGeIB2UX,6156616769,搞事情54770,看了一下这位的微博，比亚迪天下第一，YY比亚迪又不会送车给你，哥们直接实名制上网，你买辆比亚迪再过来质疑我查看图片//@这位大叔怪怪嘀:回复@搞事情54770:别人说什么都是借口，为什么这么急下定论呢？//@一杯江河2019:工程车出什么状况都正常，包括厂里故意撞的那些，损几十辆了,,,"这位大叔怪怪嘀,搞事情54770,一杯江河2019",,1,6,358,2023-09-17 10:29,Redmi K60 至尊版,,,4946744977129713,广东
4946866951684947,NjFdR74kz,1191965271,三联生活周刊,【#高铁拒换座被打女子发声#：对方先动手】据上游新闻报道：近日，在太原南到天津西的G2610高铁上，李女士拒绝其他乘客调换座位的要求，对方竟多次对其座椅进行敲打。李女士称，自己作出提醒后，遭到三人辱骂及殴打。目前，天津西站铁路派出所已介入。李女士称，她从太原南站登上了G2610次高铁后发现，自己原本的座位被一名男子坐了，对方表示想要和她换座，让她坐旁边的座位，被李女士拒绝，换回座位后，对方多次对其座椅进行敲打。16日下午，接受记者采访时，李女士表示，后来发生争执，是因为后方女子非常用力地推搡小桌板。“她的位置是在我的后方，所以我的椅子发生了剧烈的震荡，这个行为从我上车到事发已经有至少3到4次。我当时在休息，回头提醒她说您能别动了吗？她就开始对我进行辱骂，辱骂之后，刚开始击打我的左臂。我被打后准备用手机来取证，她就把我的手机打掉了，钳制住我的双臂，进行抓挠拍打。同行的两个人也加入到打我的过程中。”李女士表示，是对方先动的手。“但是当乘警和乘务员过来之后，他们三个就一致跟乘务员说是我打的他们，他们没有动手。”一段疑似其他乘客拍摄的视频显示，当时一名身穿白衣的男子站在李女士座位后左方。双方发生争吵后，该男子率先动手，李女士正后方的女子随即从座位上站起，多次击打李女士，两人后来被其他乘客制止。　　李女士表示，现在自己很迷茫。“这件事情是铁路警方直接来处理的，然后移交到天津西站派出所。现在打人的一家三口，我不知道他们在哪，也没有他们的联系方式。我目前的诉求是希望警方能尽快锁定打人者，因为他们的行为比较恶劣。”16日下午，上游新闻记者联系上天津西站铁路派出所，该派出所一名工作人员表示：“我们这边没法核实你的身份，你问的这些相关问题我们不能回答，不好意思。”随即对方挂断电话。　　对此事，河南泽槿律师事务所主任付建认为，如果李女士属于被殴打，伤残鉴定并非行政处罚的必要条件，即便没有伤残鉴定也可进行行政处罚。在当前情况下，当事人可就自身的损害向打人者进行索赔，包括医疗费、护理费、误工费等。三位打人者可能面临的处罚，根据《中华人民共和国刑法》的规定，故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。如果被打的当事人的伤情较轻，打人者可能会被判处拘役或者管制。伤害轻微的，则可能面临治安管理行政处罚。,,,,高铁拒换座被打女子发声,137,219,5592,2023-09-17 07:54,,['https://wx2.sinaimg.cn/large/001iFmCjly1hhz8xjpl1qj60fa0ol0u502.jpg'],,
4946901147322611,NjG70uIWD,2572624347,撞陆,买票都是实名制的，这还能找不到人？//@马库斯说:转发微博,,,马库斯说,,0,0,5592,2023-09-17 10:10,微博网页版,,,4946866951684947,黑龙江
4946633688354365,Njz9Cz3lP,6408813673,Umay佑美运动,100张！💥100张！💥100张！💥亚运会美好门票送送送！！！#刮秋膘#佑美尚新福利1️⃣福利一：1、进入佑美天猫店铺，加购C7椭圆机和A7跑步机（产品联系客服哦）；2、加购截图发送客服，发送暗号：“佑美送亚运会门票”，并留言实名制信息和收件人信息（亚运会门票为实名制）即可参与抽奖；3、活动时间：即日起—9月19日18点；点击进店加购：O网页链接2️⃣福利二：【关注】@Umay佑美运动【转评赞】本条微博，9月19日另外再抽5个粉丝送【亚运会门票1张】#佑美送亚运会门票##杭州亚运会##杭州亚运会门票##佑美运动#O抽奖详情,,,Umay佑美运动,"刮秋膘,佑美送亚运会门票,杭州亚运会,杭州亚运会门票,佑美运动",380,463,408,2023-09-16 16:27,微博网页版,['https://wx2.sinaimg.cn/large/006ZIJctly1hhyhtrhd8aj30go1uqdtt.jpg'],,,浙江
4946560275188188,NjxfdlLGs,2195942803,羡战白鹿L89,#喊话李佳琦的医生称希望提高医生收入#微博还不实名制麽，网上骂医护的话都让说了，也得负点话语责任。。。。说出去的话。医院记录一下，，医生可以挑选对医院有信任度的病人。。。别啥人都能骂着医生还享受医生提供的医疗救助！！！再加一句，现在基本的医护都在降薪，请问看病便宜了吗？是医生护士定的物价？是医生护士不给报销？还是不给检查用药病自然就好了？那么学医从小学开始。自己看病，不就好了，省的便宜了药材器械商人赚那个差价医保也不用想方设法扣医护钱，就因为病人花的多承担不了,,,,喊话李佳琦的医生称希望提高医生收入,0,0,11,2023-09-16 11:35,Xiaomi 12,,,,安徽
4946495469520434,NjvyGDWHo,5767883777,纠结的送,刘雅瑟#刘雅瑟太阳星辰#好像有些理解姐姐的心情，那些以前的微博有的可爱有的帅，有的感悟有的傻气，但是都是真实的自己。现在网络环境不好，很容易被人拿出来搞事做文章。相信以后如果有一天微博实名制，或者环境好了之后，姐姐还会放出来的～@刘雅瑟,,,刘雅瑟,刘雅瑟太阳星辰,0,12,51,2023-09-16 07:18,刘雅瑟超话,,,,黑龙江
4946344768442050,NjrDCzqa6,7515333573,麻薯榴莲,//@创维集团:刘亦菲小维郑重提醒:刘亦菲见面会门票创维仅告白活动抽选十张（实名制），此为见面会门票唯一获取方式，门票抽选已结束且不可转让！官方未发出任何形式赠票等，请谨防黄牛！此条微博抽取均为艺术展门票（仅观展，且与见面会不同时间），非见面会门票。请大家保护好自己的钱包，小,,,创维集团,,0,0,10154,2023-09-15 21:19,iPhone 12,,,4937452634510496,湖北
4946304431819506,NjqAz7DkS,6540414301,杨超越全国粉丝会,【线下活动通知】【❗️转发本条可抽奖❗️】活动举办方：伊利活动时间：9月25日地点：成都锦城万达广场（四川省成都市武侯区锦城大道666号）活动名额分配情况：共20个现场参加活动的粉丝名额。其中，粉丝会西部区域5个，各职能组共6个，学院群群内抽奖3个，站子1个，平台2个，粉丝会微博抽奖3个。*名额抽取截止9月20日中午12点，需在9月22日中午12点前给齐信息！*中奖的粉丝严禁转卖、转让门票（应举办方要求实名制入场），一经发现永久取消线下资格。*学院群的抽奖将在vx群内抽，请大家根据进群规则进相应的群*其他名额由相关的群管理以公平公正的方式抽取。*如有抽取到的粉丝以活动名额谋取私利，请私信粉丝会提供相关证据，如情况属实，粉丝会将收回名额，以其他方式重新抽取。*微博抽奖：转发本条微博抽取三名幸运粉丝中奖条件：杨超越唯粉，无任何黑言论，杨超越超话超like头衔，9月🦊14天以上，近半年代言购买记录。不符合条件的将会重新抽取！O抽奖详情,,,,,203,241,474,2023-09-15 18:38,杨超越超话,['https://wx4.sinaimg.cn/large/0078CUxfly1hhxgagieo7j30u00u0myh.jpg'],,,重庆
4946303236440328,NjqyDr1qg,7036535038,美妙娱乐_官方微博,张远#张远嘉宾巡回演唱会#@张远Bird📍「上海站」预售倒计时⏰【演出日期】9月29日19:00【演出场馆】国家会展中心（上海）虹馆EH‼️【预售时间】更改为9️⃣月2️⃣0️⃣日【19:00】🎫O网页链接【票务须知】本场演出门票为电子票，实名制购票及入场⚠️本场设定退票规则，详见《票务须知》长图内容👇祝愿各位都有🎫中秋➕国庆假期第☝️天，相约上海一起续写远宇宙的故事🌹@张远工作室@张远歌迷会官方微博,,,"张远Bird,张远工作室,张远歌迷会官方微博",张远嘉宾巡回演唱会,140,339,600,2023-09-15 18:34,张远超话,"['https://wx4.sinaimg.cn/large/007GcAcCgy1hhxjbskxucj31jk2bce82.jpg', 'https://wx4.sinaimg.cn/large/007GcAcCgy1hhxjbmekugj30u01k8x17.jpg']",,,广东
